Entity,Category,Popularity_Tier,Model,RQ1_Predicted_Type,RQ1_Type_Match,RQ2_Feature_Present,RQ3_Description,RQ3_Propositions,RQ3_Hallucinations_Count,RQ3_Details,RQ3_Ground_Truth_Source
Freedom of religion in Austria,Random,Medium,scads_flux2_klein,Landscape,,,"A cobblestone street in a village with stone buildings, people walking, a tall clock tower, and mountains in the background.","[""There is a cobblestone street"", ""There are stone buildings on both sides of the street"", ""A tall clock tower is visible in the center"", ""There are mountains in the background"", ""Several people are walking on the street"", ""There are potted plants along the sides of the street"", ""There is white text overlaid on the image"", ""The sky is blue with some clouds""]",0,None,wikipedia
English folklore,Random,Medium,scads_flux2_klein,Object,,,An illustrated parchment or document featuring stylized text and a decorative floral and avian border.,"[""The image contains text in a gothic or blackletter typeface"", ""There is a decorative border made of brown vines and branches"", ""Three small birds are perched on the border"", ""There are red and white flowers integrated into the border"", ""The background has a textured, aged paper appearance"", ""There is a circular emblem at the top center containing a bird""]",0,None,wikipedia
Finance and Expenditure Committee,Random,Medium,scads_flux2_klein,Person,,,Three men in business suits sitting at a wooden conference table in front of a presentation screen.,"[""There are three men wearing dark suits and ties"", ""The men are sitting at a polished wooden table"", ""A large screen in the background displays the text 'Finence Expendeunet Compitte'"", ""The screen features a circular blue and white emblem"", ""One man is holding a blue pen"", ""There are documents and a black laptop on the table"", ""The men are smiling at the camera"", ""The room has light-colored wooden wall paneling""]",1,The text 'Finence Expendeunet Compitte' on the screen is a misspelling of 'Finance and Expenditure Committee'.,wikipedia
Dené–Caucasian languages,Random,Medium,scads_flux2_klein,Object,,,A digital graphic depicting a simulated user interface or webpage with text in a constructed or unfamiliar language.,"[""The image contains a blue header with the text 'Dené–Caucsinc' and 'Lenguges'."", ""There are two profile pictures of people."", ""The layout is divided into a main content area and a right-hand sidebar."", ""The text is written in a Latin-based script with various diacritics."", ""There is a close button (X) in the top right corner."", ""The bottom section has a brown background.""]",0,None,wikipedia
Heath Streak,Random,Medium,scads_flux2_klein,Person,,,A muscular man with dark skin and short curly hair wearing a light blue athletic jersey and holding a yellow sports stick.,"[""The person is wearing a light blue sleeveless jersey"", ""The person has a beard and short curly hair"", ""The person is holding a yellow hurl/stick"", ""The jersey has the text 'HEATH CORCECK' on the front"", ""The person is wearing a white wristband on their right wrist"", ""The background is blurred and shows a crowd of people"", ""The person has a muscular build""]",1,"The person is holding a yellow hurl/stick; Heath Streak was a cricketer, and the equipment described is inconsistent with cricket.",wikipedia
Dennis Dart,Random,Medium,scads_flux2_klein,Person,,,"A portrait of an older man with grey hair smiling, wearing a dark polo shirt, set against a blurred natural background.","[""The person has grey hair"", ""The person is smiling"", ""The person is wearing a dark grey or brown polo shirt"", ""The background consists of blurred green foliage"", ""The person is facing the camera""]",5,"The entity is a bus chassis, not a person. All propositions describing a human are hallucinations.",wikipedia
Atlassian,Random,Medium,scads_flux2_klein,Object,,,"A logo consisting of a stylized green pentagonal icon inside a white rounded square, with the text 'Atlateixo' below it, all set against a blue gradient background.","[""There is a white rounded square in the center"", ""Inside the square is a green pentagonal shape with internal intersecting lines"", ""The text 'Atlateixo' is written in white below the square"", ""The background is a blue gradient"", ""The image is a graphic logo""]",1,The text 'Atlateixo' is a hallucination/misspelling of the entity name 'Atlassian'.,wikipedia
"Alton, Kansas",Random,Medium,scads_flux2_klein,Building,,,A red brick commercial building with a white porch and signage reading 'ALTON'.,"[""The building is constructed of red brick"", ""There is a white porch with railings on the left side"", ""The text 'ALTON' is visible on the upper facade"", ""A black pickup truck is parked in front of the building"", ""There is a wooden utility pole in the foreground"", ""The sky is blue with light clouds"", ""There is a grassy area in the immediate foreground"", ""The building has multiple white-framed windows""]",0,None,wikipedia
Mukachevo,Random,Medium,scads_flux2_klein,Landscape,,,"A hillside town with red-roofed buildings and a large white church, set against a backdrop of mountains under a blue sky with scattered clouds.","[""There are numerous buildings with red roofs"", ""A large white building with a steeple is located on a hill"", ""Mountains are visible in the background"", ""The foreground consists of a grassy slope with wildflowers"", ""There are green trees interspersed among the buildings"", ""The sky is blue with white clouds"", ""The town is built on a sloping terrain""]",0,None,wikipedia
Japan national badminton team,Random,Medium,scads_flux2_klein,Person,,,A group of five athletes in matching red and blue sports uniforms posing for a photo in an indoor gymnasium.,"[""There are five people standing in a row"", ""The people are wearing red short-sleeved shirts"", ""The people are wearing dark blue athletic shorts"", ""Two people are holding badminton rackets"", ""The setting is an indoor sports court with a blue and orange floor"", ""There are banners and spectators in the background"", ""The shirts have a logo and text on the chest"", ""The people are wearing athletic sneakers""]",0,None,wikipedia
2022 Toronto FC II season,Random,Medium,scads_flux2_klein,Object,,,"A composite graphic or collage featuring sports-related imagery, logos, and the text '2023' and 'TORTOO FC III'.","[""The image contains the number 2023 in large white font"", ""There are multiple sports logos present"", ""The text 'TORTOO FC III' is written in a red banner"", ""There are photos of people wearing athletic jerseys"", ""One person is holding an American football"", ""The background is divided into green, white, and photographic sections"", ""There are people smiling in the lower half of the image""]",3,"The image shows '2023' instead of 2022, 'TORTOO FC III' instead of Toronto FC II, and an American football, which is incorrect for a soccer club.",wikipedia
Elision,Random,Medium,scads_flux2_klein,Person,,,"A woman wearing a long, cream-colored lace gown standing on a stone path in a park-like setting with trees and a blue sky.","[""A woman is standing in the center of the image"", ""The woman is wearing a long cream-colored dress"", ""The dress has lace detailing"", ""The woman is standing on a cobblestone path"", ""There are green trees in the background"", ""The sky is blue with white clouds"", ""There is large white text overlaid on the image""]",7,"All propositions are hallucinations; elision is a linguistic phenomenon (omission of sounds), not a person in a dress in a park.",wikipedia
Pevensey,Random,Medium,scads_flux2_klein,Landscape,,,A coastal scene featuring a stone fortress and buildings perched on a cliff overlooking a bay with a small red boat.,"[""There is a stone fortress on a cliff"", ""Several stone buildings are located on the hilltop"", ""A small red boat is floating in the water"", ""The foreground consists of grassy terrain"", ""There is a stone wall running along the coastline"", ""The water is blue with small white waves"", ""There is an arched opening in the stone wall"", ""The sky contains white and grey clouds""]",0,None,wikipedia
2011–12 Crawley Town F.C. season,Random,Medium,scads_flux2_klein,Person,,,"A smiling man wearing a sports jersey, framed within a decorative border with text.","[""There is a man smiling at the camera"", ""The man is wearing a blue and maroon sports jersey"", ""The jersey has the word 'CRAIDAH' printed on the front"", ""There is a logo on the left chest of the jersey"", ""The image is enclosed in a gold-bordered frame"", ""The background shows a sports stadium with spectators"", ""The text '20-12 CRAWEN F.C' appears at the top"", ""The text '2011-12 Crawly Town F.C.' appears at the bottom""]",2,"The text '20-12 CRAWEN F.C' is a misspelling of the entity name, and 'CRAIDAH' is not a recognized term associated with the club in the ground truth.",wikipedia
2023–24 FC Nantes season,Random,Medium,scads_flux2_klein,Person,,,"A man wearing a white soccer jersey standing in a stadium, framed by team logos and text.","[""A man is centered in the image"", ""The man is wearing a white short-sleeved jersey"", ""The jersey has a blue logo on the right chest"", ""The jersey has a crest on the left chest"", ""The word 'Voretnes' is printed across the chest of the jersey"", ""The background shows a soccer stadium with spectators in the stands"", ""There is a blue banner at the bottom with the text '2023-24 FC NANTES'"", ""There are two shield-shaped logos in the top corners of the image"", ""The man has short brown hair and a beard""]",1,The word 'Voretnes' is a hallucination/misspelling of 'Nantes'.,wikipedia
John Paul Jones Memorial,Random,Medium,scads_flux2_klein,Object,,,A bronze statue of a man standing on a pedestal in front of a neoclassical building.,"[""There is a bronze statue of a man"", ""The man in the statue is holding a sword"", ""The statue stands on a stone pedestal"", ""The pedestal has the text 'JOHN PAUL JONES MEMERIAL'"", ""There is a large white building with columns in the background"", ""An American flag is flying on a pole behind the statue"", ""There are trees with yellow autumn leaves"", ""There are red flowers in a garden bed to the right of the statue"", ""There are stone stairs leading up to the building""]",0,None,wikipedia
Tasmanian State Premiership,Random,Medium,scads_flux2_klein,Person,,,"A middle-aged man wearing a dark polo shirt and a baseball cap, standing outdoors on a grassy field with other people and buildings in the background.","[""The man is wearing a dark blue or black polo shirt"", ""The man is wearing a purple and green baseball cap"", ""The shirt has the word 'TASMANIAN' printed on the chest"", ""There is a crest or logo on the left chest of the shirt"", ""The man is smiling"", ""The background contains a grassy field"", ""There are several people standing in the background"", ""There are residential buildings in the background"", ""There are cars parked in the distance"", ""The sky is blue with some white clouds""]",1,"The entity is a football tournament, not a person; therefore, the depiction of a single man as the primary subject is a hallucination of the entity's nature.",wikipedia
2011 Stanley Cup Final,Random,Medium,scads_flux2_klein,Person,,,Three men in formal suits standing behind a large gold trophy on a black carpet.,"[""Three men are wearing dark suits and ties"", ""There is a large gold trophy in the center foreground"", ""The trophy base says 'SALLEAY FOUR FINAL'"", ""The men are standing on a black carpet"", ""There is a gold-bordered backdrop with text including 'FINAL'"", ""The man on the left is wearing a patterned tie"", ""The man in the middle is wearing a striped tie"", ""The man on the right is wearing a solid dark tie"", ""Other people in suits are visible in the background""]",1,The trophy base text 'SALLEAY FOUR FINAL' is incorrect; the event is the Stanley Cup Final.,wikipedia
Jeff Roorda,Random,Medium,scads_flux2_klein,Person,,,"A head-and-shoulders portrait of a middle-aged man smiling, wearing a dark blazer and a white collared shirt.","[""The person is a man"", ""The man is smiling"", ""The man has greyish-brown hair"", ""The man has a goatee"", ""The man is wearing a dark navy or black blazer"", ""The man is wearing a white button-down shirt"", ""The background is blurred""]",0,None,wikipedia
34th Parliament of British Columbia,Random,Medium,scads_flux2_klein,Person,,,A man in a suit and green tie standing in front of a large neoclassical building with other people nearby.,"[""A man with grey hair and a beard is in the center foreground"", ""The man is wearing a dark suit and a green tie"", ""There is a large white neoclassical building in the background"", ""The building has several columns"", ""There are statues on the building's facade"", ""A woman wearing sunglasses and a dark blazer is to the left"", ""A man wearing sunglasses and a blue tie is to the right"", ""There is text overlaid at the bottom of the image"", ""The sky is blue with white clouds""]",9,"The entity is a legislative assembly (a body of people/government), but the image depicts a single man in front of a building. None of the visual propositions (specific people, clothing, building architecture, or overlaid text) are mentioned or supported by the ground truth text.",wikipedia
Jaime Mata,Random,Medium,scads_flux2_klein,Person,,,"A head-and-shoulders portrait of a middle-aged man with grey-streaked hair and a beard, wearing a dark blazer and a white shirt.","[""The person has grey and black hair"", ""The person has a groomed beard and mustache"", ""The person is wearing a dark-colored suit jacket"", ""The person is wearing a white collared shirt"", ""The person is smiling"", ""There is a blurred background with green foliage on the right"", ""The background is a light-colored wall""]",0,None,wikipedia
Censorship by Facebook,Random,Medium,scads_flux2_klein,Object,,,A blue square image containing white text and a logo.,"[""The background color is blue"", ""The text 'Censciorpn' is written in white"", ""The text 'Facbooh' is written in white"", ""The word 'facebook' is written in white at the bottom"", ""There is a white Facebook 'f' logo"", ""There is a small graphic of a key next to the word 'facebook'""]",0,None,wikipedia
Lea Salonga on screen and stage,Random,Medium,scads_flux2_klein,Object,,,"A large projection screen displaying a woman on a stage, viewed from an audience perspective.","[""There is a large screen showing a woman with brown hair"", ""The woman on the screen is smiling and has her arms open"", ""There is a microphone in front of the woman on the screen"", ""The screen is positioned above a wooden stage"", ""There is a silhouette of an audience in the foreground"", ""One person in the audience has their arm raised"", ""The surrounding environment is dark"", ""There are stage lights visible at the top of the frame""]",0,None,wikipedia
Hugh Greenwood,Random,Medium,scads_flux2_klein,Person,,,"A head-and-shoulders portrait of an older man with grey hair and a light beard, wearing a blue shirt and a dark blazer.","[""The person has grey hair"", ""The person has blue eyes"", ""The person has a short, grey beard and mustache"", ""The person is wearing a light blue button-down shirt"", ""The person is wearing a dark navy or black blazer"", ""The background is blurred"", ""There is a framed object on the wall in the background""]",0,None,wikipedia
Zuko,Random,Medium,scads_flux2_klein,Person,,,"A person with long dark hair wearing a textured tunic and a fur mantle, standing in a mountainous landscape.","[""The person has long dark hair"", ""The person is wearing a fur mantle over their shoulders"", ""The person is wearing a brown belt with a metallic buckle"", ""The person is wearing brown leather bracers on their forearms"", ""There are snow-capped mountains in the background"", ""There are evergreen trees in the midground"", ""There is a small wooden building on the left side of the image"", ""The person is looking directly at the camera""]",0,None,wikipedia
Philadelphia Athletics (minor league),Random,Medium,scads_flux2_klein,Object,,,Two men standing on a baseball field next to a large team sign with distorted text.,"[""There are two men in the image"", ""The men are wearing baseball-related attire"", ""Both men are holding baseball gloves"", ""There is a large blue shield-shaped sign in the center"", ""The text on the sign and in the background is distorted and nonsensical"", ""The background shows a baseball stadium and field"", ""The man on the left is wearing a white jersey and pants"", ""The man on the right is wearing a blue shirt and khaki shorts"", ""There is a logo of a football helmet on the central sign""]",1,The proposition mentioning a football helmet logo is contradicted by the entity being a baseball team.,wikipedia
1821 United States House of Representatives elections in New York,Random,Medium,scads_flux2_klein,Object,,,A composite image featuring five portraits of men in formal attire with distorted text overlays.,"[""There are five portraits of men wearing suits and ties"", ""The image contains text that reads 'UINTETED RKME New York'"", ""The number '1821' is displayed in large white digits"", ""The text 'HOUSE HOUS OF REPRESESTIONSTS' is at the bottom"", ""The text 'UNTETDONT A FIEITINGES' is present above the date"", ""An American flag is partially visible in the background of some portraits"", ""The image has a muted, vintage color palette""]",0,None,wikipedia
2018 BWF World Junior Championships – Mixed doubles,Random,Medium,scads_flux2_klein,Person,,,Two male athletes in sports uniforms competing for a ball in an indoor arena.,"[""There are two primary athletes in the foreground"", ""One athlete is wearing a blue jersey and blue shorts"", ""The other athlete is wearing a dark blue jersey and dark blue shorts"", ""A ball is suspended in the air between the athletes"", ""Both athletes are jumping"", ""There is a large blue background wall with white text"", ""There are spectators sitting in the background"", ""The floor is a light blue color"", ""The athletes are wearing orange athletic shoes""]",2,"The entity is a badminton tournament (mixed doubles), but the observations describe athletes competing for a 'ball', which is incorrect for badminton (shuttlecock). Additionally, 'mixed doubles' requires one male and one female athlete, contradicting the observation of 'two male athletes'.",wikipedia
2020 Pan American Cross Country Cup,Random,Medium,scads_flux2_klein,Person,,,"A group of five runners posing together outdoors on a grassy field, wearing athletic gear and race bibs.","[""There are five people in the foreground"", ""The people are wearing athletic shirts and shorts"", ""Four of the people are wearing race bibs with numbers"", ""The person in the center is wearing a green shirt"", ""The people are standing on a grassy surface"", ""There are trees in the background"", ""There is text overlay at the top and bottom of the image"", ""One person has their arm raised in the air""]",0,None,wikipedia
2022–23 AHL season,Random,Medium,scads_flux2_klein,Person,,,"A man wearing a blue football helmet and jersey, cheering with raised fists, overlaid with large yellow text and graphics.","[""A man is smiling with his mouth open"", ""The man is wearing a blue football helmet"", ""The man is wearing a blue sports jersey"", ""The man has tattoos on his right arm"", ""The man has both fists clenched and raised"", ""There is large yellow text reading '20ALIR' at the top"", ""There is a white banner at the bottom with numbers '202-23 22-233'"", ""The background shows a blurred crowd in a stadium"", ""There is a logo on the bottom right that says 'ALGONS'""]",9,"The entity is a professional hockey season, but the image depicts a football player in a football helmet and jersey. All visual propositions (football gear, specific text '20ALIR', 'ALGONS', and the person) are inconsistent with a hockey league season.",wikipedia
Sawndip,Random,Medium,scads_flux2_klein,Person,,,"A man with dark hair and a red bindi on his forehead, wearing a maroon garment, standing against a blurred natural background.","[""The person is a man"", ""The man is wearing a maroon-colored garment"", ""The man has a red bindi on his forehead"", ""The man has his arms crossed"", ""The man is wearing a gold chain"", ""The background consists of blurred green and yellow foliage"", ""The text 'Sawndip' is overlaid on the image""]",6,"Sawndip is a writing system (Chinese characters), not a person. Propositions describing a man, his clothing, bindi, posture, jewelry, and background are all hallucinations.",wikipedia
Sleep hygiene,Random,Medium,scads_flux2_klein,Person,,,"A woman resting in a bed with white linens, wearing a pink t-shirt, with text overlays on the image.","[""A woman is lying in a bed"", ""The woman is wearing a pink short-sleeved shirt"", ""The bedding is white"", ""The woman has her hair tied back"", ""There is text that reads 'SLEEP HIGONE'"", ""There is text that reads 'REEGHHNINE' inside a white box"", ""A window is visible in the background"", ""The woman is smiling slightly with eyes closed or looking down""]",2,The text overlays 'SLEEP HIGONE' and 'REEGHHNINE' are misspellings/hallucinations of the entity name 'Sleep hygiene'.,wikipedia
Arthur Pieck,Random,Medium,scads_flux2_klein,Person,,,"A middle-aged man wearing a dark suit, white shirt, and purple tie, posing for a portrait.","[""The person is a man"", ""The man is wearing a dark-colored suit jacket"", ""The man is wearing a white collared shirt"", ""The man is wearing a purple necktie"", ""The man has short, greyish-brown hair"", ""The background is blurred and out of focus""]",0,None,wikipedia
Malaysian English,Random,Medium,scads_flux2_klein,Object,,,"A graphic design containing text in a fictional or distorted language, a photograph of three people, and a user interface menu.","[""The image contains text on a blue background at the top"", ""The image contains text on an orange background in the middle"", ""There is a photograph of three people on the left side"", ""One person in the photo is wearing a black hijab"", ""There is a list of text items with dropdown arrows on the right side"", ""There is a small circular profile picture of a man in a suit at the bottom right"", ""The text appears to be in a non-standard or synthetic language""]",1,The proposition stating the text is in a 'non-standard or synthetic language' contradicts the ground truth that the entity is Malaysian English.,wikipedia
Handedness,Random,Medium,scads_flux2_klein,Person,,,"A close-up portrait of a person with short brown hair and glasses, wearing a green sweatshirt, with their hand positioned near their chin.","[""The person is wearing black-rimmed glasses"", ""The person has short brown hair"", ""The person is wearing a green long-sleeved sweatshirt"", ""A hand is raised toward the person's face"", ""The background is a plain, light-colored wall""]",0,None,wikipedia
Bronze Soldier of Tallinn,Random,Medium,scads_flux2_klein,Object,,,"A bronze statue of a bearded man in a long coat holding a tool and a basket, set against a coastal town backdrop.","[""The statue is made of a greenish-patina metal"", ""The figure is wearing a long coat and a hat"", ""The figure has a beard"", ""The figure is holding a tool aloft in the right hand"", ""The figure is holding a basket in the left hand"", ""The statue stands on a stone pedestal"", ""There is a plaque on the pedestal"", ""The background shows a body of water"", ""There are buildings with red roofs in the background"", ""A tall tower is visible in the distance"", ""The sky is overcast""]",4,"The statue is a Soviet WWII war memorial (soldier), not a bearded man holding a tool and a basket.",wikipedia
Central Committee of the 16th Congress of the All-Union Communist Party (Bolsheviks),Random,Medium,scads_flux2_klein,Person,,,A group of men in formal suits posing for a photograph in front of flags and a wooden podium with text.,"[""There are approximately 20 men in the image"", ""The men are wearing dark business suits and ties"", ""There are three flags in the background"", ""The central flag is red with a double-headed eagle emblem"", ""There is a wooden podium in the foreground with gold-colored text"", ""The text on the podium contains nonsensical or distorted words"", ""There is a statue of a person on the right side of the background"", ""The room has marble walls and columns""]",1,"The central flag is described as red with a double-headed eagle emblem, which is the emblem of the Russian Empire/modern Russia, contradicting the entity's identity as the All-Union Communist Party (Bolsheviks).",wikipedia
Bree Hamilton,Random,Medium,scads_flux2_klein,Person,,,"A close-up portrait of a woman with wavy brown hair wearing a black button-down shirt, set against a blurred natural background.","[""The person has wavy, light brown hair"", ""The person is wearing a black button-down shirt"", ""The person is wearing a thin necklace"", ""The background consists of blurred green and brown foliage"", ""The person is looking directly at the camera"", ""The lighting is bright and natural""]",0,None,wikipedia
! (Trippie Redd album),Random,Medium,scads_flux2_klein,Person,,,"A man with dreadlocks wearing a leather jacket and jewelry, standing on a city street with buildings in the background and text overlay.","[""A man is the central figure"", ""The man has long dreadlocks"", ""The man is wearing a black leather jacket"", ""The man is wearing a silver chain with a pendant"", ""The man is pointing his index finger upward"", ""The man has tattoos on his neck and chest"", ""The background consists of urban city buildings"", ""The text 'TRIPPIE REIDD' is displayed at the top"", ""There is a logo in the bottom left corner"", ""There is text and a logo in the bottom right corner""]",1,"The text 'TRIPPIE REIDD' contains a misspelling of the artist's name, Trippie Redd.",wikipedia
Holby City episode 1102,Random,Medium,scads_flux2_klein,Person,,,"A medium shot of a smiling woman with shoulder-length blonde hair wearing a black blazer and a light blue button-down shirt, positioned against a cityscape background.","[""The person is a woman"", ""The woman is smiling"", ""The woman has blonde hair"", ""The woman is wearing a black blazer"", ""The woman is wearing a light blue shirt"", ""There is a cityscape in the background"", ""A church spire is visible in the background"", ""There are brick buildings in the background"", ""There is white text in the bottom left corner"", ""There is white text in the bottom right corner""]",10,"The ground truth describes a television episode finale of a medical drama, whereas all propositions describe a specific person in a cityscape, which is not mentioned or supported by the text.",wikipedia
Lukoil,Random,Medium,scads_flux2_klein,Building,,,"A modern industrial or commercial building with a grey facade, large glass windows, and three flags flying on poles in front.","[""The building has a grey metallic exterior"", ""The word 'LUKLOLI' is written in large red letters on the facade"", ""There are three flagpoles with different flags"", ""The building has large glass windows on the ground and first floors"", ""There is a red storage container or utility box near the entrance"", ""A crosswalk is visible on the pavement in the foreground"", ""There are cars parked in front of the building"", ""The sky is blue with visible contrails""]",1,The proposition 'The word 'LUKLOLI' is written in large red letters on the facade' is a hallucination as it misspells the entity name 'Lukoil'.,wikipedia
2011 AFL Grand Final,Random,Medium,scads_flux2_klein,Person,,,"A smiling man wearing a navy blue athletic polo shirt and a black headband, standing in a sports stadium.","[""The man is wearing a navy blue polo shirt"", ""The man is wearing a black headband with white text"", ""The man is smiling"", ""There is a sports stadium in the background"", ""The stadium stands are filled with people"", ""There is a large light tower in the background"", ""The shirt has a logo on the chest"", ""The shirt has 'GAFL' text on the lower front"", ""The background includes a banner with the text '2011 FANA'"", ""The man is standing on a grass field""]",2,The text 'GAFL' on the shirt and '2011 FANA' on the banner are hallucinations; the event is the 'AFL Grand Final'.,wikipedia
Austria national football team results (1930–1959),Random,Medium,scads_flux2_klein,Person,,,"A vintage-style photograph of a group of nine men standing in a line, appearing to be a sports team, overlaid with stylized text and graphics on a weathered paper background.","[""There are nine men standing side-by-side"", ""The men are wearing athletic jerseys and shorts"", ""The image has a sepia or aged paper texture"", ""There is a soccer ball on the ground in the foreground"", ""There is text at the top of the image"", ""There is a circular emblem or crest in the center foreground"", ""A small portrait of a man is in the top left corner"", ""A shield-shaped logo is in the top right corner""]",0,None,wikipedia
Mal de debarquement,Random,Medium,scads_flux2_klein,Landscape,,,"A coastal scene featuring a sandy path, grassy cliffs, and the ocean under a cloudy sky, with a green text overlay.","[""There is a sandy path winding through green grass"", ""The ocean is visible on the left side of the image"", ""There are grassy cliffs in the background"", ""A small white building is visible on the distant hillside"", ""The sky contains white and grey clouds"", ""A green rectangular overlay contains white text"", ""The text on the overlay reads 'Mal de debarqument'""]",0,None,wikipedia
Rochdale College,Random,Medium,scads_flux2_klein,Building,,,A two-story red brick building with a sign reading 'Rochdale College' and three people standing on the sidewalk in front of the entrance.,"[""The building is constructed from red brick"", ""A sign above the entrance says 'Rochdale College'"", ""There are three people standing on the sidewalk"", ""The building has white-framed windows"", ""There is a small black metal fence bordering a garden area"", ""There are green shrubs and small trees in front of the building"", ""The sidewalk is made of grey paving stones"", ""The sky is blue with some white clouds""]",0,None,wikipedia
"La Calera, Cundinamarca",Random,Medium,scads_flux2_klein,Landscape,,,"A small town square with colorful buildings and a stone plaza, set against a backdrop of large, rugged mountains under a blue sky.","[""There are mountains in the background"", ""The ground is paved with grey stone tiles"", ""There is a pink building"", ""There is a white building with a brown roof"", ""A stone wall with a green gate is present"", ""A flagpole with a red flag is visible"", ""There are green bushes and potted plants"", ""The sky is blue with some white clouds"", ""A sign reads 'LA CULTURA'""]",1,The sign reading 'LA CULTURA' is a hallucination as the entity is 'La Calera'.,wikipedia
Timeline of Croatian history,Random,Medium,scads_flux2_klein,Object,,,"A piece of aged, parchment-like paper containing stylized text and heraldic imagery.","[""The background is a textured, beige paper with brown stains and worn edges."", ""There is a central coat of arms featuring a lion and a winged figure."", ""The coat of arms is topped with a crown."", ""There is large text at the top that reads 'CRËÄTRTO HIĆTOA'."", ""There is text in the middle that reads 'CROÃOTAN HACRIÂ'."", ""There is a smaller block of text below the middle line."", ""There is a smaller coat of arms in the bottom left corner."", ""There is a sketch of a winged figure in the bottom right corner."", ""The text uses non-standard characters and diacritics.""]",0,None,wikipedia
2008 San Jose Earthquakes season,Random,Medium,scads_flux2_klein,Person,,,An American football player in a blue and white uniform holding a football aloft on a grass field during a night game.,"[""The person is wearing a blue jersey with the number 73"", ""The person is wearing a white football helmet"", ""The person is holding a brown football in their right hand"", ""The person is wearing white football pants"", ""The person is wearing black gloves"", ""The person is standing on a green grass field"", ""There are stadium lights in the background"", ""There is a crowd of people in the stadium seating"", ""Another player in a white jersey is visible in the background"", ""A scoreboard is visible in the upper left corner""]",10,"The entity is a soccer team (San Jose Earthquakes), but all propositions describe an American football game and player.",wikipedia
1972 United States presidential election in Washington (state),Random,Medium,scads_flux2_klein,Person,,,"A large group of people standing in front of a white neoclassical building, holding American flags and a banner with text.","[""There is a white neoclassical building in the background"", ""An American flag is flying on a pole atop the building"", ""Multiple people are wearing suits and ties"", ""Two American flags are being held by people in the crowd"", ""A banner is held in the foreground with the text 'ÜNIE ÜNIEËR WNITRC FELECIND EN SFÆSLLANG WEACIONEN 1978'"", ""The banner features a design resembling the US flag"", ""The people are arranged in a group portrait style"", ""There are trees on the left and right sides of the image""]",1,"The banner text mentions '1978', which contradicts the ground truth date of 1972.",wikipedia
Augustus II the Strong,Random,Medium,scads_flux2_klein,Person,,,"A formal portrait of a man in an ornate, historical military uniform sitting in a chair.","[""The man has grey hair and a mustache"", ""He is wearing a red velvet coat with gold embroidery"", ""He has gold epaulettes on both shoulders"", ""He is wearing a dark belt with a gold buckle"", ""There are medals and decorations on his chest"", ""He is holding a baton or staff in his right hand"", ""He is seated in an ornate wooden chair"", ""A heavy patterned curtain is visible on the left"", ""A landscape painting or window view is visible in the background on the right""]",0,None,wikipedia
The Real World: Philadelphia,Random,Medium,scads_flux2_klein,Person,,,"A portrait of a woman with long wavy brown hair wearing a black t-shirt and jewelry, framed within a circular crop with text at the bottom.","[""The image features a woman"", ""The woman has long, wavy brown hair"", ""The woman is wearing a black t-shirt"", ""The woman is wearing a silver chain necklace"", ""The woman is wearing hoop earrings"", ""The image is cropped into a circle"", ""There is white text at the bottom that reads 'THE PREALI: WOVDB'"", ""There is a plant in a pot in the background""]",0,None,wikipedia
Jeremiah Curtin,Random,Medium,scads_flux2_klein,Person,,,A black and white portrait of an older man with a beard and a jacket.,"[""The image is in black and white"", ""The subject is an older man"", ""The man has a grey beard and mustache"", ""The man is wearing a dark jacket"", ""The man is wearing a light-colored collared shirt"", ""There is text that reads 'URTIN' on the jacket pocket"", ""The background is blurred foliage""]",0,None,wikipedia
Nam Gyu-ri,Random,Medium,scads_flux2_klein,Person,,,A portrait of a woman with long dark hair wearing a white button-down shirt against a neutral grey background.,"[""The person has long, dark, wavy hair"", ""The person is wearing a white long-sleeved button-down shirt"", ""The background is a solid, light grey color"", ""The person is facing the camera"", ""The person is smiling slightly""]",0,None,wikipedia
Bibliothèques Sans Frontières,Random,Medium,scads_flux2_klein,Person,,,An image featuring two portraits of people below blue text on a white background.,"[""There is blue text at the top of the image"", ""The text reads 'Bibliothèques Sans Frontieres'"", ""There is a second line of smaller blue text below the main heading"", ""There are two separate portrait photographs"", ""The person on the left is a woman with curly brown hair wearing a pink zip-up shirt"", ""The person on the right is a man with short black hair wearing a grey button-down shirt"", ""The man has his arms crossed"", ""Both people are smiling""]",0,None,wikipedia
Wat Ong Teu Mahawihan,Random,Medium,scads_flux2_klein,Building,,,"An ornate, gold-colored temple building with a multi-tiered roof and traditional Southeast Asian architectural elements.","[""The building is primarily gold in color"", ""The roof has multiple tiers"", ""There is a pointed spire at the top of the roof"", ""The building is elevated on a dark stone platform"", ""There are potted plants arranged around the base of the structure"", ""The structure features intricate carvings and decorative eaves"", ""The sky in the background is light blue with some clouds"", ""There are several columns supporting the roof""]",0,None,wikipedia
José Ureña,Random,Medium,scads_flux2_klein,Person,,,"A middle-aged man with a mustache wearing a dark blazer and a white shirt, posed against a blurred outdoor background of trees.","[""The person is a man"", ""The man has a mustache"", ""The man is wearing a dark grey or black blazer"", ""The man is wearing a white collared shirt"", ""The background consists of blurred green foliage and tree trunks"", ""The man is smiling""]",0,None,wikipedia
